"ONTOLOGY"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0042093"	"BP"	"GO:0042093"	"T-helper cell differentiation"	"11/1074"	"73/18870"	0.00267308948909888	0.0402789757798378	0.0345751032315612	"RELB/JAK3/GATA3/CD80/RARA/IRF4/IL21/IL18/BATF/GPR183/HLA-DRA"	11
"GO:0002708"	"BP"	"GO:0002708"	"positive regulation of lymphocyte mediated immunity"	"16/1074"	"129/18870"	0.00270610022225371	0.0406434818676327	0.0348879919128159	"PTPRC/CD40/GATA3/SASH3/KLRC1/IL21/CD226/IL18/IL12A/CD28/SH2D1A/ZP3/TAP2/HLA-DRA/KLRC3/KLRK1"	16
"GO:0061572"	"BP"	"GO:0061572"	"actin filament bundle organization"	"19/1074"	"165/18870"	0.00271498985933219	0.0406434818676327	0.0348879919128159	"WAS/ELN/ITGB5/PFN1/PLEK/TGFB3/SORBS3/PTK2B/LCP1/LIMD2/RDX/RHOC/SHROOM1/HSP90B1/MTSS1/RHOD/EVL/CD47/AIF1"	19
"GO:1901970"	"BP"	"GO:1901970"	"positive regulation of mitotic sister chromatid separation"	"5/1074"	"18/18870"	0.00271961743192321	0.0406434818676327	0.0348879919128159	"BIRC5/CDC20/DLGAP5/INCENP/UBE2C"	5
"GO:1904666"	"BP"	"GO:1904666"	"regulation of ubiquitin protein ligase activity"	"5/1074"	"18/18870"	0.00271961743192321	0.0406434818676327	0.0348879919128159	"SKP1/CDC20/MAD2L1/PLK1/UBE2C"	5
"GO:0010948"	"BP"	"GO:0010948"	"negative regulation of cell cycle process"	"31/1074"	"320/18870"	0.0027474672327669	0.0409755461476998	0.0351730328439853	"TRIP13/GTSE1/RBL1/BIRC5/WDR76/EZH2/CCL2/CCND1/TTK/CDC20/NEK2/CCNB1/BRIP1/DNA2/BRCA2/NUF2/HORMAD1/CTDSP1/INCENP/RPL26/APBB2/MAD2L1/PLK1/CDT1/BUB1/CDK1/RAD9A/NABP1/CRLF3/MUC1/BLM"	31
"GO:0002762"	"BP"	"GO:0002762"	"negative regulation of myeloid leukocyte differentiation"	"9/1074"	"53/18870"	0.00278977907684266	0.0414367594311447	0.0355689340946535	"FSTL3/CDK6/RARA/UBASH3B/PTPN2/GATA2/LILRB4/LYN/CCL3"	9
"GO:1904645"	"BP"	"GO:1904645"	"response to amyloid-beta"	"9/1074"	"53/18870"	0.00278977907684266	0.0414367594311447	0.0355689340946535	"FYN/MMP9/ITGA4/SNX6/IGF1R/GJA1/VCAM1/CASP4/MMP12"	9
"GO:0033598"	"BP"	"GO:0033598"	"mammary gland epithelial cell proliferation"	"6/1074"	"26/18870"	0.00288596704260361	0.0427549067170989	0.036700419630318	"ESR1/GATA3/CCND1/MED1/BRCA2/ROBO1"	6
"GO:0044706"	"BP"	"GO:0044706"	"multi-multicellular organism process"	"23/1074"	"216/18870"	0.00289027399076843	0.0427549067170989	0.036700419630318	"PRDM1/TRO/PGR/ESR1/PCSK5/MMP9/MAGED2/SLC6A4/PRLR/STC2/IGFBP2/IGFBP5/TGFB3/MED1/IDO1/RARA/HAVCR2/HSPG2/GJA1/TPPP3/LGALS9/AR/EMP2"	23
"GO:0002821"	"BP"	"GO:0002821"	"positive regulation of adaptive immune response"	"16/1074"	"130/18870"	0.00292711738868324	0.0430374956663366	0.036942991391462	"SLC11A1/PTPRC/JAK2/CD40/TNFSF13B/GATA3/CD274/CCR2/SASH3/CD226/IL18/IL12A/CD28/ZP3/TAP2/HLA-DRA"	16
"GO:0032612"	"BP"	"GO:0032612"	"interleukin-1 production"	"16/1074"	"130/18870"	0.00292711738868324	0.0430374956663366	0.036942991391462	"TYROBP/JAK2/HSPB1/IFNG/TNFAIP3/HAVCR2/GBP5/IFI16/AIM2/LGALS9/LILRB4/S100A13/HDAC2/CARD16/ORM1/CCL3"	16
"GO:0032652"	"BP"	"GO:0032652"	"regulation of interleukin-1 production"	"16/1074"	"130/18870"	0.00292711738868324	0.0430374956663366	0.036942991391462	"TYROBP/JAK2/HSPB1/IFNG/TNFAIP3/HAVCR2/GBP5/IFI16/AIM2/LGALS9/LILRB4/S100A13/HDAC2/CARD16/ORM1/CCL3"	16
"GO:0002700"	"BP"	"GO:0002700"	"regulation of production of molecular mediator of immune response"	"21/1074"	"191/18870"	0.0029435398097119	0.0431916990626678	0.0370753581719867	"PTPRC/CD40/JAK3/GATA3/TGFB3/CCR2/SASH3/DNAJB9/PTPN22/IL21/CD226/IL18/CD96/APOA2/SCIMP/LAPTM5/MZB1/CD28/LILRB4/PLCG2/UBE2J1"	21
"GO:0032689"	"BP"	"GO:0032689"	"negative regulation of type II interferon production"	"8/1074"	"44/18870"	0.0030461221066988	0.0444282098047172	0.0381367676474156	"GATA3/CD274/RARA/HAVCR2/CD96/LAPTM5/LGALS9/LILRB4"	8
"GO:0044786"	"BP"	"GO:0044786"	"cell cycle DNA replication"	"8/1074"	"44/18870"	0.0030461221066988	0.0444282098047172	0.0381367676474156	"DBF4/PCNA/DNA2/BRCA2/CDT1/FEN1/BLM/DACH1"	8
"GO:0097178"	"BP"	"GO:0097178"	"ruffle assembly"	"8/1074"	"44/18870"	0.0030461221066988	0.0444282098047172	0.0381367676474156	"SNX10/SH3BP1/PFN1/EPS8L1/RDX/PIP5K1A/EVL/AIF1"	8
"GO:0051101"	"BP"	"GO:0051101"	"regulation of DNA binding"	"12/1074"	"85/18870"	0.00305838514621075	0.0444289961958519	0.0381374426783502	"PAX6/PLAUR/FOXC1/JAK2/MMP9/GATA3/IFNG/HJURP/GZMA/IFI16/HMGB2/CDT1"	12
"GO:1904029"	"BP"	"GO:1904029"	"regulation of cyclin-dependent protein kinase activity"	"12/1074"	"85/18870"	0.00305838514621075	0.0444289961958519	0.0381374426783502	"PKD1/CDKN3/CCNE1/GTPBP4/CCND1/CCNB1/CCNG2/CCNA2/CDKN2A/CCNB2/PLK1/BLM"	12
"GO:1901989"	"BP"	"GO:1901989"	"positive regulation of cell cycle phase transition"	"15/1074"	"119/18870"	0.00309624813263334	0.0448894300982181	0.0385326749154516	"FAM83D/EZH2/CCND1/CDC20/STIL/DLGAP5/CCNB1/RDX/CDCA5/CDK1/RRM2/UBE2C/PBX1/PLCG2/AIF1"	15
"GO:0034367"	"BP"	"GO:0034367"	"protein-containing complex remodeling"	"7/1074"	"35/18870"	0.00313500768140229	0.0450707149439298	0.03868828816364	"PCSK5/APOE/APOC1/PCSK6/PLA2G7/APOA2/APOC2"	7
"GO:0033634"	"BP"	"GO:0033634"	"positive regulation of cell-cell adhesion mediated by integrin"	"3/1074"	"6/18870"	0.00322899372658196	0.0450707149439298	0.03868828816364	"CXCL13/CD3E/CCL5"	3
"GO:0034382"	"BP"	"GO:0034382"	"chylomicron remnant clearance"	"3/1074"	"6/18870"	0.00322899372658196	0.0450707149439298	0.03868828816364	"APOE/APOC1/APOC2"	3
"GO:0038043"	"BP"	"GO:0038043"	"interleukin-5-mediated signaling pathway"	"3/1074"	"6/18870"	0.00322899372658196	0.0450707149439298	0.03868828816364	"JAK2/CSF2RB/LYN"	3
"GO:0045112"	"BP"	"GO:0045112"	"integrin biosynthetic process"	"3/1074"	"6/18870"	0.00322899372658196	0.0450707149439298	0.03868828816364	"COL5A1/S100A9/AR"	3
"GO:2000348"	"BP"	"GO:2000348"	"regulation of CD40 signaling pathway"	"3/1074"	"6/18870"	0.00322899372658196	0.0450707149439298	0.03868828816364	"TNFAIP3/SHARPIN/FANCA"	3
"GO:0002298"	"BP"	"GO:0002298"	"CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation involved in immune response"	"2/1074"	"2/18870"	0.0032365566927391	0.0450707149439298	0.03868828816364	"IFNG/LGALS9"	2
"GO:0010877"	"BP"	"GO:0010877"	"lipid transport involved in lipid storage"	"2/1074"	"2/18870"	0.0032365566927391	0.0450707149439298	0.03868828816364	"APOE/STARD4"	2
"GO:0032832"	"BP"	"GO:0032832"	"regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation involved in immune response"	"2/1074"	"2/18870"	0.0032365566927391	0.0450707149439298	0.03868828816364	"IFNG/LGALS9"	2
"GO:0032834"	"BP"	"GO:0032834"	"positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation involved in immune response"	"2/1074"	"2/18870"	0.0032365566927391	0.0450707149439298	0.03868828816364	"IFNG/LGALS9"	2
"GO:0033082"	"BP"	"GO:0033082"	"regulation of extrathymic T cell differentiation"	"2/1074"	"2/18870"	0.0032365566927391	0.0450707149439298	0.03868828816364	"PRDM1/ZNF683"	2
"GO:0034395"	"BP"	"GO:0034395"	"regulation of transcription from RNA polymerase II promoter in response to iron"	"2/1074"	"2/18870"	0.0032365566927391	0.0450707149439298	0.03868828816364	"HMOX1/SLC40A1"	2
"GO:0035606"	"BP"	"GO:0035606"	"peptidyl-cysteine S-trans-nitrosylation"	"2/1074"	"2/18870"	0.0032365566927391	0.0450707149439298	0.03868828816364	"GAPDH/S100A9"	2
"GO:0035700"	"BP"	"GO:0035700"	"astrocyte chemotaxis"	"2/1074"	"2/18870"	0.0032365566927391	0.0450707149439298	0.03868828816364	"CCR2/GPR183"	2
"GO:0038111"	"BP"	"GO:0038111"	"interleukin-7-mediated signaling pathway"	"2/1074"	"2/18870"	0.0032365566927391	0.0450707149439298	0.03868828816364	"IL2RG/IL7R"	2
"GO:0070488"	"BP"	"GO:0070488"	"neutrophil aggregation"	"2/1074"	"2/18870"	0.0032365566927391	0.0450707149439298	0.03868828816364	"S100A8/S100A9"	2
"GO:0140039"	"BP"	"GO:0140039"	"cell-cell adhesion in response to extracellular stimulus"	"2/1074"	"2/18870"	0.0032365566927391	0.0450707149439298	0.03868828816364	"ITGA4/VCAM1"	2
"GO:2000458"	"BP"	"GO:2000458"	"regulation of astrocyte chemotaxis"	"2/1074"	"2/18870"	0.0032365566927391	0.0450707149439298	0.03868828816364	"CCR2/GPR183"	2
"GO:2000471"	"BP"	"GO:2000471"	"regulation of hematopoietic stem cell migration"	"2/1074"	"2/18870"	0.0032365566927391	0.0450707149439298	0.03868828816364	"PTPRC/CCR2"	2
"GO:2000473"	"BP"	"GO:2000473"	"positive regulation of hematopoietic stem cell migration"	"2/1074"	"2/18870"	0.0032365566927391	0.0450707149439298	0.03868828816364	"PTPRC/CCR2"	2
"GO:0051303"	"BP"	"GO:0051303"	"establishment of chromosome localization"	"14/1074"	"108/18870"	0.00323879965865283	0.0450707149439298	0.03868828816364	"CENPQ/SPAG5/BIRC5/FAM83D/ECT2/NEK2/KIF18A/KNSTRN/CCNB1/KIF2C/NUF2/CDCA5/INCENP/CDT1"	14
"GO:0008589"	"BP"	"GO:0008589"	"regulation of smoothened signaling pathway"	"12/1074"	"86/18870"	0.00337467042155354	0.0468718536795165	0.0402343691280037	"GLI3/FOXA1/ARMC9/ULK3/DLG5/ZIC1/SCUBE1/STK36/KCTD6/IFT140/CD3E/TCTN1"	12
"GO:0002281"	"BP"	"GO:0002281"	"macrophage activation involved in immune response"	"5/1074"	"19/18870"	0.00351992413425596	0.0483378656256409	0.0414927803312331	"TYROBP/IFNG/NMI/HAVCR2/PLCG2"	5
"GO:0007076"	"BP"	"GO:0007076"	"mitotic chromosome condensation"	"5/1074"	"19/18870"	0.00351992413425596	0.0483378656256409	0.0414927803312331	"NCAPG/SMC4/NUSAP1/CDCA5/PLK1"	5
"GO:0008356"	"BP"	"GO:0008356"	"asymmetric cell division"	"5/1074"	"19/18870"	0.00351992413425596	0.0483378656256409	0.0414927803312331	"PAX6/ASPM/RAB10/ACTR3/ACTR2"	5
"GO:0009148"	"BP"	"GO:0009148"	"pyrimidine nucleoside triphosphate biosynthetic process"	"5/1074"	"19/18870"	0.00351992413425596	0.0483378656256409	0.0414927803312331	"NME3/NME4/NME5/CMPK2/TYMS"	5
"GO:0034377"	"BP"	"GO:0034377"	"plasma lipoprotein particle assembly"	"6/1074"	"27/18870"	0.00353449380411383	0.0483378656256409	0.0414927803312331	"SOAT1/LPCAT3/APOE/APOC1/APOA2/MFSD2A"	6
"GO:0140694"	"BP"	"GO:0140694"	"non-membrane-bounded organelle assembly"	"37/1074"	"408/18870"	0.0035505671650219	0.0483378656256409	0.0414927803312331	"FARP2/ANLN/ASPM/SPAG5/TPX2/BIRC5/KIF4A/MISP/MYBL2/BRIX1/PDGFRB/FXR1/CENPA/CDC20/NEK2/STIL/DLGAP5/HAUS8/LCP1/KIF23/PLK4/INCENP/CENPH/PGM5/CCNB2/PLK1/KIFC2/BSCL2/KRT8/KRT19/CSRP2/MAPT/CCDC69/PRC1/E2F4/PATL2/PISD"	37
"GO:0002645"	"BP"	"GO:0002645"	"positive regulation of tolerance induction"	"4/1074"	"12/18870"	0.00357320303745463	0.0483378656256409	0.0414927803312331	"CD274/IDO1/LILRB4/CD3E"	4
"GO:0033145"	"BP"	"GO:0033145"	"positive regulation of intracellular steroid hormone receptor signaling pathway"	"4/1074"	"12/18870"	0.00357320303745463	0.0483378656256409	0.0414927803312331	"MED1/FOXA1/SKP2/AR"	4
"GO:0034154"	"BP"	"GO:0034154"	"toll-like receptor 7 signaling pathway"	"4/1074"	"12/18870"	0.00357320303745463	0.0483378656256409	0.0414927803312331	"PTPN22/HAVCR2/PIK3AP1/SCIMP"	4
"GO:0034379"	"BP"	"GO:0034379"	"very-low-density lipoprotein particle assembly"	"4/1074"	"12/18870"	0.00357320303745463	0.0483378656256409	0.0414927803312331	"SOAT1/LPCAT3/APOC1/MFSD2A"	4
"GO:0045060"	"BP"	"GO:0045060"	"negative thymic T cell selection"	"4/1074"	"12/18870"	0.00357320303745463	0.0483378656256409	0.0414927803312331	"PTPRC/GLI3/CD28/CD3E"	4
"GO:0070671"	"BP"	"GO:0070671"	"response to interleukin-12"	"4/1074"	"12/18870"	0.00357320303745463	0.0483378656256409	0.0414927803312331	"IL12RB2/JAK2/IL12A/CD47"	4
"GO:0070672"	"BP"	"GO:0070672"	"response to interleukin-15"	"4/1074"	"12/18870"	0.00357320303745463	0.0483378656256409	0.0414927803312331	"IL2RB/JAK3/IL15RA/IL2RG"	4
"GO:2001267"	"BP"	"GO:2001267"	"regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway"	"4/1074"	"12/18870"	0.00357320303745463	0.0483378656256409	0.0414927803312331	"PLAUR/JAK2/MMP9/LGALS9"	4
"GO:0030168"	"BP"	"GO:0030168"	"platelet activation"	"16/1074"	"133/18870"	0.00368144564761312	0.0496351526454185	0.0426063596058141	"CD9/JAK2/CD40/COMP/PIK3CG/HSPB1/SLC6A4/PLEK/APOE/UBASH3B/PRKCA/FCER1G/FGG/PLSCR1/PLCG2/LYN"	16
"GO:0046470"	"BP"	"GO:0046470"	"phosphatidylcholine metabolic process"	"11/1074"	"76/18870"	0.00368566274961497	0.0496351526454185	0.0426063596058141	"LPCAT3/FABP3/MBOAT7/APOC1/SLC27A1/PLA2G7/APOA2/FABP5/MFSD2A/MBOAT1/SLC44A4"	11
"GO:0042060"	"BP"	"GO:0042060"	"wound healing"	"38/1074"	"423/18870"	0.00370141462094491	0.0496351526454185	0.0426063596058141	"CD9/PLAUR/WAS/SLC11A1/CD44/F7/ERBB3/JAK2/HMOX1/CD40/PLAT/COMP/PIK3CG/HSPB1/SLC6A4/ADTRP/SMOC2/ITGB6/PLEK/TNFAIP3/AHNAK/APOE/COL5A1/FKBP10/UBASH3B/PRKCA/RHOC/FCER1G/SCUBE1/LRG1/FGG/CD151/GATA2/PLSCR1/PLCG2/AQP1/LYN/MMP12"	38
"GO:0016486"	"BP"	"GO:0016486"	"peptide hormone processing"	"7/1074"	"36/18870"	0.00370391130126733	0.0496351526454185	0.0426063596058141	"PCSK5/PCSK4/CTSL/PCSK6/PLA2G7/CPA3/BACE2"	7
"GO:0010232"	"BP"	"GO:0010232"	"vascular transport"	"12/1074"	"87/18870"	0.0037168395426976	0.0496351526454185	0.0426063596058141	"SLC7A2/SLC4A8/SLC2A3/SLC7A8/ABCA2/ABCC4/APOE/SLC27A1/FABP5/MFSD2A/INSR/SLC22A5"	12
"GO:0048708"	"BP"	"GO:0048708"	"astrocyte differentiation"	"12/1074"	"87/18870"	0.0037168395426976	0.0496351526454185	0.0426063596058141	"PAX6/IFNGR1/MAPK3/CDK6/IFNG/S100A8/S100A9/EOMES/ROR2/LAMB2/C1QA/MAPT"	12
"GO:0150104"	"BP"	"GO:0150104"	"transport across blood-brain barrier"	"12/1074"	"87/18870"	0.0037168395426976	0.0496351526454185	0.0426063596058141	"SLC7A2/SLC4A8/SLC2A3/SLC7A8/ABCA2/ABCC4/APOE/SLC27A1/FABP5/MFSD2A/INSR/SLC22A5"	12
"GO:0062023"	"CC"	"GO:0062023"	"collagen-containing extracellular matrix"	"56/1101"	"429/19886"	2.06612853661423e-09	1.74381248490241e-06	1.50066177922507e-06	"SEMA3B/ELN/F7/GPC1/LTBP4/MMP9/COMP/ASPN/COL1A1/SOD3/CTSC/SMOC2/THBS4/TGFB3/FGL2/APOE/COL5A1/MATN3/ADAMDEC1/CTSL/ADAM19/PCSK6/HAPLN3/ADAMTS10/HSPG2/HDGF/ECM1/ANXA9/S100A8/SPARCL1/LAD1/CSTB/CTSS/S100A9/CPA3/HTRA1/ADAMTS15/HSP90B1/LTBP3/NPNT/LGALS9/FGG/LAMB2/TPSAB1/MMRN2/C1QB/C1QA/CTSF/PODN/CD151/BCAM/THSD4/COL4A5/PLSCR1/ZP3/ORM1"	56
"GO:0009897"	"CC"	"GO:0009897"	"external side of plasma membrane"	"47/1101"	"387/19886"	3.6017857773861e-07	0.000151995359805693	0.000130801694020863	"CD9/PLAUR/SLAMF7/TNFRSF9/CD84/PTPRC/IL12RB2/CSF2RB/IL2RB/CD40/CD79A/CD5/CD69/SCNN1A/PRLR/ITGB6/ITGA4/CD2/CD274/CD80/CCR2/ABCC4/IL2RA/KLRC1/CXCL9/IL2RG/CD226/GFRA1/TMEM123/CD8A/FCER1G/SCUBE1/CD3G/VCAM1/KCNJ3/CLEC4E/CD3D/IL7R/CXCL10/INSR/FGG/CD28/BCAM/SELL/CD3E/KLRC3/KLRK1"	47
"GO:0000307"	"CC"	"GO:0000307"	"cyclin-dependent protein kinase holoenzyme complex"	"14/1101"	"54/19886"	9.46505269417922e-07	0.000266283482462909	0.00022915390733276	"CCNE1/CDK6/CCND1/CCNC/CKS2/PCNA/CDK8/CCNB1/CCNG2/CCNA2/CCNB2/CDK12/CDK1/CKS1B"	14
"GO:0000775"	"CC"	"GO:0000775"	"chromosome, centromeric region"	"34/1101"	"258/19886"	2.42485230054825e-06	0.000511643835415681	0.000440302128257446	"CENPQ/SPAG5/BIRC5/EZH2/KDM4C/NCAPG/TTK/SMC4/CENPA/CDC20/NEK2/HELLS/KIF18A/HJURP/KNSTRN/MIS18BP1/CCNB1/KIF2C/NUF2/CDCA5/INCENP/CENPU/SUV39H2/CENPH/SKA1/PHF6/MAD2L1/SKA3/PLK1/CDT1/BUB1/ESCO2/BAZ1A/SMC5"	34
"GO:0030055"	"CC"	"GO:0030055"	"cell-substrate junction"	"48/1101"	"431/19886"	3.29037956917704e-06	0.000547143112715536	0.00047085151879985	"CD9/PLAUR/CD44/TLE2/PABPC1/REXO2/PTPRC/ITGB5/RAB10/JAK2/MISP/TNFSF13B/MAPK3/HSPB1/PFN1/SLC6A4/LPXN/PDGFRB/ACTR3/ITGB6/ITGA4/RND3/SORBS3/PTK2B/AHNAK/RAC2/RRAS2/LCP1/CIB2/RDX/KIF23/ACTR2/ARMC5/SSH2/HSPG2/PIP5K1A/RHOB/RPS3A/GJA1/PGM5/HSP90B1/PPIB/JUP/CSRP2/YES1/CD151/EVL/ITGBL1"	48
"GO:0005925"	"CC"	"GO:0005925"	"focal adhesion"	"47/1101"	"421/19886"	3.88964298139007e-06	0.000547143112715536	0.00047085151879985	"CD9/PLAUR/CD44/TLE2/PABPC1/REXO2/PTPRC/ITGB5/RAB10/JAK2/MISP/TNFSF13B/MAPK3/HSPB1/PFN1/SLC6A4/LPXN/PDGFRB/ACTR3/ITGB6/ITGA4/RND3/SORBS3/PTK2B/AHNAK/RAC2/RRAS2/LCP1/RDX/KIF23/ACTR2/ARMC5/SSH2/HSPG2/PIP5K1A/RHOB/RPS3A/GJA1/PGM5/HSP90B1/PPIB/JUP/CSRP2/YES1/CD151/EVL/ITGBL1"	47
"GO:0030139"	"CC"	"GO:0030139"	"endocytic vesicle"	"40/1101"	"348/19886"	1.01066875964715e-05	0.000950358132031089	0.000817843740460778	"CD9/WAS/SLC11A1/PICALM/ITGB5/RAB10/RAB11FIP3/CORO1A/TRIM14/GNLY/ATP6V0B/HVCN1/RAC2/APOE/CTSL/ANXA3/RAB11FIP1/NCF1/CD3G/SCIMP/NOSTRIN/CTSS/CYBB/RAB8B/CLEC4E/HSP90B1/CD3D/TAP1/IL7R/ROR2/MTSS1/ATP6V0E2/HCLS1/SLC9A9/MYO6/TAP2/HLA-DRA/HLA-DPB1/HLA-DPA1/LYN"	40
"GO:0072686"	"CC"	"GO:0072686"	"mitotic spindle"	"26/1101"	"184/19886"	1.03983251173917e-05	0.000950358132031089	0.000817843740460778	"ASPM/SPAG5/TPX2/MISP/FAM83D/ECT2/KIF18A/DLGAP5/KNSTRN/HAUS8/CD180/CKAP2/NUSAP1/KIF23/PTPN7/SKA1/TRAT1/YEATS2/MAD2L1/SKA3/TAF1D/PLK1/KIFC2/CDK1/IQCB1/PRC1"	26
"GO:0098687"	"CC"	"GO:0098687"	"chromosomal region"	"44/1101"	"399/19886"	1.07284114777375e-05	0.000950358132031089	0.000817843740460778	"CENPQ/SPAG5/BIRC5/SMCHD1/EZH2/KDM4C/NCAPG/RAD51AP1/TTK/SMC4/CENPA/CDC20/NEK2/HELLS/KIF18A/HJURP/KNSTRN/MIS18BP1/PCNA/CCNB1/DNA2/BRCA2/KIF2C/NUF2/CDCA5/INCENP/CENPU/SUV39H2/CENPH/SKA1/PHF6/MAD2L1/SKA3/PLK1/CDT1/FEN1/BUB1/CDK1/ESCO2/NABP1/HDAC2/BLM/BAZ1A/SMC5"	44
"GO:0045335"	"CC"	"GO:0045335"	"phagocytic vesicle"	"22/1101"	"142/19886"	1.12601674411267e-05	0.000950358132031089	0.000817843740460778	"WAS/SLC11A1/ITGB5/RAB10/CORO1A/TRIM14/GNLY/ATP6V0B/HVCN1/RAC2/ANXA3/RAB11FIP1/NCF1/SCIMP/CTSS/CYBB/RAB8B/CLEC4E/TAP1/ATP6V0E2/SLC9A9/TAP2"	22
"GO:0030666"	"CC"	"GO:0030666"	"endocytic vesicle membrane"	"27/1101"	"202/19886"	1.98386080552696e-05	0.00152216229078614	0.00130991766106565	"CD9/SLC11A1/RAB10/RAB11FIP3/CORO1A/ATP6V0B/HVCN1/RAC2/APOE/ANXA3/RAB11FIP1/CD3G/NOSTRIN/CYBB/RAB8B/CLEC4E/CD3D/TAP1/IL7R/ROR2/ATP6V0E2/SLC9A9/TAP2/HLA-DRA/HLA-DPB1/HLA-DPA1/LYN"	27
"GO:0045121"	"CC"	"GO:0045121"	"membrane raft"	"34/1101"	"286/19886"	2.28084689893334e-05	0.00159259432040573	0.00137052891129952	"FYN/LCP2/GPC1/PAG1/PTPRC/JAK2/MAPK3/IKBKB/TNFRSF10A/CD79A/UNC5B/SLC6A4/LDHB/ADTRP/CD48/RHOQ/KIF18A/AHNAK/IGF1R/SLC39A6/CD226/GJA1/CD8A/CXADR/LRP8/IRS1/INSR/OLR1/MAPT/PLSCR1/PLCG2/NOS1AP/EMP2/LYN"	34
"GO:0098857"	"CC"	"GO:0098857"	"membrane microdomain"	"34/1101"	"287/19886"	2.45304812384769e-05	0.00159259432040573	0.00137052891129952	"FYN/LCP2/GPC1/PAG1/PTPRC/JAK2/MAPK3/IKBKB/TNFRSF10A/CD79A/UNC5B/SLC6A4/LDHB/ADTRP/CD48/RHOQ/KIF18A/AHNAK/IGF1R/SLC39A6/CD226/GJA1/CD8A/CXADR/LRP8/IRS1/INSR/OLR1/MAPT/PLSCR1/PLCG2/NOS1AP/EMP2/LYN"	34
"GO:0030670"	"CC"	"GO:0030670"	"phagocytic vesicle membrane"	"15/1101"	"80/19886"	2.85696173844701e-05	0.00172233979089234	0.00148218315754018	"SLC11A1/RAB10/CORO1A/ATP6V0B/HVCN1/RAC2/ANXA3/RAB11FIP1/CYBB/RAB8B/CLEC4E/TAP1/ATP6V0E2/SLC9A9/TAP2"	15
"GO:0000793"	"CC"	"GO:0000793"	"condensed chromosome"	"33/1101"	"281/19886"	3.82886351416983e-05	0.00215437387063956	0.0018539760173875	"CENPQ/SPAG5/BIRC5/NCAPG/TTK/SMC4/CENPA/CDC20/NEK2/KIF18A/HJURP/KNSTRN/CCNB1/BRCA2/KIF2C/NUF2/HORMAD1/ADD3/MKI67/INCENP/CENPU/CENPH/SKA1/PHF6/HMGB2/MAD2L1/SKA3/PLK1/CDT1/BUB1/RAD9A/BLM/SMC5"	33
"GO:1902911"	"CC"	"GO:1902911"	"protein kinase complex"	"21/1101"	"148/19886"	6.72638991521067e-05	0.00347265995963278	0.002988445213453	"DBF4/CAB39L/IKBKB/CCNE1/CDK6/CCND1/CCNC/CKS2/PCNA/CDK8/CCNB1/TANK/CCNG2/IGF1R/CCNA2/CCNB2/CDK12/IRS1/CDK1/INSR/CKS1B"	21
"GO:0000779"	"CC"	"GO:0000779"	"condensed chromosome, centromeric region"	"24/1101"	"182/19886"	6.99469423148782e-05	0.00347265995963278	0.002988445213453	"CENPQ/SPAG5/BIRC5/NCAPG/TTK/CENPA/CDC20/NEK2/KIF18A/HJURP/KNSTRN/CCNB1/KIF2C/NUF2/INCENP/CENPU/CENPH/SKA1/PHF6/MAD2L1/SKA3/PLK1/CDT1/BUB1"	24
"GO:0005819"	"CC"	"GO:0005819"	"spindle"	"43/1101"	"431/19886"	0.00014074173433317	0.00659922354317751	0.00567905243800509	"ASPM/SPAG5/TPX2/BIRC5/KIF4A/MISP/FAM83D/HSPB1/TTK/ECT2/CDC20/NEK2/KIF18A/DLGAP5/KNSTRN/HAUS8/CCNB1/CD180/CKAP2/BORA/DCUN1D5/NUSAP1/KIF23/KIF2C/PTPN7/INCENP/MZT2B/DNAAF1/SKA1/TRAT1/KIF15/YEATS2/MAD2L1/SKA3/TAF1D/PLK1/KIFC2/CDK1/SHCBP1/IQCB1/CCDC69/PRC1/CSAG1"	43
"GO:0034663"	"CC"	"GO:0034663"	"endoplasmic reticulum chaperone complex"	"5/1101"	"11/19886"	0.000179882003716562	0.00799054795456727	0.00687637576534225	"DNAJB11/PDIA6/HSP90B1/PPIB/MZB1"	5
"GO:0000776"	"CC"	"GO:0000776"	"kinetochore"	"22/1101"	"171/19886"	0.000197803681788877	0.00834731537149062	0.00718339686496449	"CENPQ/SPAG5/BIRC5/TTK/CDC20/NEK2/KIF18A/HJURP/KNSTRN/CCNB1/KIF2C/NUF2/INCENP/CENPU/CENPH/SKA1/PHF6/MAD2L1/SKA3/PLK1/CDT1/BUB1"	22
"GO:0034774"	"CC"	"GO:0034774"	"secretory granule lumen"	"34/1101"	"322/19886"	0.000239465105432756	0.00933920755873578	0.00803698330696893	"LYZ/MAGED2/CTSC/PSMD14/PADI2/TGFB3/SRGN/ARHGAP9/ISLR/CHI3L1/GGH/ACTR2/ECM1/S100A8/SCCPDH/PLAC8/ALDOA/CCT8/CSTB/HK3/S100A11/S100A9/S100A12/MNDA/CXCL1/TEX264/FABP5/GUSB/LRG1/FGG/JUP/DPP7/CFD/ORM1"	34
